tool,refName,refLen,pufferfishK,lisaK,lisaLeafNodes,queryLen,threads,queryTime(ms),size(MB),NUM_IPBWT_BYTES,ipbwtSize(MB),rmiParamSize(MB),trainingDataSize(MB)
LISA,Chlamydia,1042519,,16,1048576,32,2,1.291,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,32,4,1.655,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,32,8,10.264,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,32,16,26.372,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,64,1,2.404,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,64,2,2.508,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,64,4,3.014,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,64,8,20.787,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,64,16,56.269,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,96,1,3.633,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,96,2,3.737,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,96,4,4.044,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,96,8,31.722,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,96,16,85.622,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,128,1,4.683,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,128,2,4.890000000000001,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,128,4,5.797,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,128,8,41.673,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,1048576,128,16,115.44,37.94223594665527,10,9.942235946655272,28.0,9.0
LISA,Chlamydia,1042519,,16,4194304,32,1,1.271,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,32,2,1.3079999999999998,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,32,4,1.564,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,32,8,11.033,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,32,16,28.71,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,64,1,2.422,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,64,2,2.489,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,64,4,7.5,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,64,8,21.217,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,64,16,54.638,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,96,1,3.628,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,96,2,3.848,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,96,4,4.504,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,96,8,31.618,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,96,16,80.786,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,128,1,4.747999999999999,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,128,2,5.088,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,128,4,5.762,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,128,8,38.572,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,4194304,128,16,110.953,118.94223594665527,10,9.942235946655272,109.0,9.0
LISA,Chlamydia,1042519,,16,16777216,32,1,3.367,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,32,2,1.35,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,32,4,1.614,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,32,8,10.606000000000002,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,32,16,27.864,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,64,1,2.499,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,64,2,2.535,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,64,4,3.129,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,64,8,21.524,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,64,16,53.994,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,96,1,3.496,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,96,2,3.8,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,96,4,4.416,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,96,8,30.354,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,96,16,82.226,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,128,1,4.760999999999999,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,128,2,5.437,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,128,4,5.649,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,128,8,44.226,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,16777216,128,16,112.038,443.9422359466553,10,9.942235946655272,434.0,9.0
LISA,Chlamydia,1042519,,16,67108864,32,1,3.56,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,32,2,1.431,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,32,4,1.5759999999999998,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,32,8,11.269,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,32,16,28.382,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,64,1,2.594,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,64,2,2.69,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,64,4,3.03,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,64,8,23.486,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,64,16,54.796,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,96,1,3.96,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,96,2,4.09,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,96,4,4.477,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,96,8,29.275,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,96,16,84.611,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,128,1,5.195,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,128,2,5.547,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,128,4,5.883,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,128,8,39.558,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Chlamydia,1042519,,16,67108864,128,16,107.69,1750.7422359466552,10,9.942235946655272,1740.8,9.0
LISA,Coxiella,1995488,,4,256,32,1,14.395,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,32,2,14.95,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,32,4,35.806999999999995,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,32,8,120.838,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,32,16,277.005,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,64,1,27.994,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,64,2,28.529,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,64,4,91.576,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,64,8,242.076,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,64,16,564.288,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,96,1,41.704,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,96,2,58.826,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,96,4,147.485,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,96,8,347.705,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,96,16,855.249,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,128,1,59.057,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,128,2,88.157,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,128,4,208.535,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,128,8,447.782,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,256,128,16,1105.294,19.07733154296875,10,19.03045654296875,0.046875,18.0
LISA,Coxiella,1995488,,4,1024,32,1,12.084,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,32,2,11.985,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,32,4,28.591,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,32,8,91.694,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,32,16,232.15,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,64,1,24.38,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,64,2,24.291,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,64,4,74.799,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,64,8,175.15900000000002,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,64,16,462.313,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,96,1,34.982,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,96,2,43.427,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,96,4,121.25,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,96,8,285.788,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,96,16,704.525,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,128,1,46.888,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,128,2,66.234,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,128,4,162.438,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,128,8,379.268,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,1024,128,16,917.401,19.14764404296875,10,19.03045654296875,0.1171875,18.0
LISA,Coxiella,1995488,,4,4096,32,1,10.398,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,32,2,10.273,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,32,4,21.769,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,32,8,80.11999999999999,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,32,16,181.859,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,64,1,20.436,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,64,2,21.325,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,64,4,55.985,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,64,8,149.331,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,64,16,359.872,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,96,1,30.272,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,96,2,30.027,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,96,4,93.99,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,96,8,235.248,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,96,16,527.187,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,128,1,41.735,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,128,2,49.371,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,128,4,127.688,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,128,8,309.181,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,4096,128,16,656.9359999999999,19.35858154296875,10,19.03045654296875,0.328125,18.0
LISA,Coxiella,1995488,,4,16384,32,1,8.39,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,32,2,8.361,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,32,4,11.885,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,32,8,62.666,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,32,16,142.84,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,64,1,16.918,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,64,2,15.980999999999998,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,64,4,37.969,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,64,8,123.779,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,64,16,260.953,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,96,1,24.892,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,96,2,24.475,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,96,4,70.106,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,96,8,171.568,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,96,16,441.662,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,128,1,33.054,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,128,2,38.363,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,128,4,95.795,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,128,8,230.099,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,16384,128,16,585.136,19.68670654296875,10,19.03045654296875,0.65625,18.0
LISA,Coxiella,1995488,,4,65536,32,1,7.047000000000001,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,32,2,6.385,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,32,4,6.629,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,32,8,52.177,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,32,16,131.63,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,64,1,13.007,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,64,2,13.167,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,64,4,27.764,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,64,8,104.209,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,64,16,274.84,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,96,1,19.044,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,96,2,18.51,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,96,4,53.39,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,96,8,148.548,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,96,16,410.577,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,128,1,27.125,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,128,2,25.21,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,128,4,77.208,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,128,8,202.474,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,65536,128,16,531.6650000000001,20.83045654296875,10,19.03045654296875,1.8,18.0
LISA,Coxiella,1995488,,4,262144,32,1,6.5360000000000005,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,32,2,5.979,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,32,4,6.680000000000001,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,32,8,47.113,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,32,16,115.051,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,64,1,12.341,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,64,2,11.818,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,64,4,27.782,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,64,8,99.29,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,64,16,246.425,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,96,1,18.395000000000003,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,96,2,17.643,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,96,4,48.999,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,96,8,149.631,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,96,16,374.004,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,128,1,25.193,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,128,2,24.12,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,128,4,69.7,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,128,8,197.531,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,262144,128,16,505.722,25.83045654296875,10,19.03045654296875,6.8,18.0
LISA,Coxiella,1995488,,4,1048576,32,1,4.967,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,32,2,4.8500000000000005,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,32,4,5.585999999999999,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,32,8,41.683,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,32,16,104.337,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,64,1,9.106,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,64,2,9.181,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,64,4,21.668,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,64,8,88.259,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,64,16,210.12,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,96,1,13.81,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,96,2,14.338,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,96,4,41.805,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,96,8,129.758,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,96,16,335.696,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,128,1,18.450000000000003,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,128,2,18.877,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,128,4,54.967,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,128,8,172.792,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,1048576,128,16,449.105,47.03045654296875,10,19.03045654296875,28.0,18.0
LISA,Coxiella,1995488,,4,4194304,32,1,4.957999999999999,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,32,2,4.904000000000001,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,32,4,5.321000000000001,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,32,8,42.53,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,32,16,103.801,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,64,1,8.754,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,64,2,9.007,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,64,4,20.058,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,64,8,86.02799999999999,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,64,16,205.233,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,96,1,13.421,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,96,2,13.496,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,96,4,35.469,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,96,8,119.48,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,96,16,326.804,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,128,1,18.405,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,128,2,18.652,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,128,4,57.016,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,128,8,155.615,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,4194304,128,16,412.833,128.03045654296875,10,19.03045654296875,109.0,18.0
LISA,Coxiella,1995488,,4,16777216,32,1,4.843,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,32,2,5.025,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,32,4,5.607,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,32,8,40.766,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,32,16,113.137,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,64,1,8.864,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,64,2,9.467,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,64,4,18.986,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,64,8,84.19500000000001,453.0304565429688,10,19.03045654296875,434.0,18.0
LISA,Coxiella,1995488,,4,16777216,64,16,214.713,453.0304565429688,10,19.03045654296875,434.0,18.0
